RowId,customerID,gender,SeniorCitizen,Partner,Supplementary Line,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2072-ZVJJXTwo yearBank transfer (automatic),2072-ZVJJX,Male,0,Yes,,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Bank transfer (automatic),25.25,1728.2,No
5480-TBGPHMonth-to-monthCredit card (automatic),5480-TBGPH,Female,0,Yes,,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,Yes
9894-QMIMJOne yearBank transfer (automatic),9894-QMIMJ,f,0,No,,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,n,Bank transfer (automatic),55.8,1327.85,No
4182-BGSIQMonth-to-monthBank transfer (automatic),4182-BGSIQ,Female,0,Yes,,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,No
0607-DAAHETwo yearBank transfer (automatic),0607-DAAHE,Male,0,No,,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Bank transfer (automatic),19.75,1052.35,Yes
9732-KPKBWMonth-to-monthElectronic check,9732-KPKBW,Male,0,No,,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,Yes
9560-ARGQJMonth-to-monthElectronic check,9560-ARGQJ,Female,0,No,,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81,1312.15,Yes
0056-EPFBGTwo yearCredit card (automatic),0056-EPFBG,Male,0,Yes,,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,No
1384-RCUXWMonth-to-monthMailed check,1384-RCUXW,Male,0,No,,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,No
0582-AVCLNTwo yearMailed check,0582-AVCLN,f,0,No,,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,20.3,743.05,No
6075-QMNRRMonth-to-monthBank transfer (automatic),6075-QMNRR,Female,0,No,,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,No
9725-SCPZGMonth-to-monthElectronic check,9725-SCPZG,male,0,No,,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes
7740-KKCXFMonth-to-monthCredit card (automatic),7740-KKCXF,male,0,Yes,YES,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,No
3280-NMUVXOne yearCredit card (automatic),3280-NMUVX,M,0,Yes,,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Credit card (automatic),19.6,678.8,No
1245-HARPSTwo yearMailed check,1245-HARPS,f,0,Yes,,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,20.4,292.4,No
4828-FAZPKMonth-to-monthCredit card (automatic),4828-FAZPK,Female,0,Yes,,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,No
1644-IRKSFOne yearElectronic check,1644-IRKSF,Female,0,Yes,,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes
8807-OPMBMTwo yearCredit card (automatic),8807-OPMBM,Female,0,Yes,,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388,No
4054-CUMIAMonth-to-monthMailed check,4054-CUMIA,Female,0,Yes,,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,401.95,No
5202-IVJNUMonth-to-monthCredit card (automatic),5202-IVJNU,female,0,No,,Yes,39,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,n,Credit card (automatic),30.1,1131.3,Yes
3235-ETOOBMonth-to-monthElectronic check,3235-ETOOB,Male,0,Yes,,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes
2894-QOJRXMonth-to-monthBank transfer (automatic),2894-QOJRX,Female,0,Yes,,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34,853,Yes
6504-VBLFLTwo yearElectronic check,6504-VBLFL,male,0,Yes,,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,n,Electronic check,58.6,3068.6,No
5124-EOGYETwo yearMailed check,5124-EOGYE,Male,0,No,,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,638.55,No
7879-CGSFVOne yearMailed check,7879-CGSFV,Male,0,No,,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05,No
2657-VPXTAMonth-to-monthElectronic check,2657-VPXTA,Female,0,Yes,,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,929.45,No
6538-POCHLMonth-to-monthCredit card (automatic),6538-POCHL,Male,0,No,,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79,2576.8,No
6345-ULYRWOne yearMailed check,6345-ULYRW,Male,1,Yes,,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.4,3912.9,Yes
6923-EFPNLMonth-to-monthCredit card (automatic),6923-EFPNL,Male,0,No,,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,Yes
3274-NSDWETwo yearCredit card (automatic),3274-NSDWE,f,0,No,,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Credit card (automatic),19.6,1441.65,No
0675-NCDYUTwo yearCredit card (automatic),0675-NCDYU,Female,0,Yes,,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,No
4462-CYWMHMonth-to-monthBank transfer (automatic),4462-CYWMH,Male,1,Yes,,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,No
5567-GZKQYTwo yearCredit card (automatic),5567-GZKQY,Male,0,No,,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1131.5,No
7502-BNYGSMonth-to-monthCredit card (automatic),7502-BNYGS,Female,0,Yes,,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,3168,No
3620-EHIMZTwo yearMailed check,3620-EHIMZ,f,0,Yes,,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,19.35,1031.7,No
0336-KXKFKTwo yearCredit card (automatic),0336-KXKFK,Male,0,No,,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,No
0594-UFTULMonth-to-monthMailed check,0594-UFTUL,Male,0,Yes,,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,252,No
5287-QWLKYMonth-to-monthCredit card (automatic),5287-QWLKY,Male,1,Yes,,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,Yes
4686-UXDMLMonth-to-monthCredit card (automatic),4686-UXDML,Female,0,No,,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,No
3957-SQXMLTwo yearCredit card (automatic),3957-SQXML,f,0,Yes,,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Credit card (automatic),24.95,894.3,No
2971-SGAFLMonth-to-monthElectronic check,2971-SGAFL,Female,0,No,,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,No
4785-QRJHCOne yearBank transfer (automatic),4785-QRJHC,Male,1,Yes,,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,2816.65,Yes
0269-XFESXOne yearMailed check,0269-XFESX,Male,0,Yes,,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,538.5,No
4905-JEFDWOne yearElectronic check,4905-JEFDW,Male,0,No,YES,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,Yes
3099-OONVSMonth-to-monthElectronic check,3099-OONVS,Male,0,Yes,,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.3,1296.8,No
5828-DWPILMonth-to-monthElectronic check,5828-DWPIL,Male,1,Yes,,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,5618.3,No
4430-YHXGGMonth-to-monthMailed check,4430-YHXGG,Female,0,No,,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.45,84.2,No
6859-RKMZJMonth-to-monthBank transfer (automatic),6859-RKMZJ,Male,0,Yes,,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,No
7094-MSZAOMonth-to-monthCredit card (automatic),7094-MSZAO,Male,0,Yes,,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.05,218.5,No
5176-OLSKTTwo yearBank transfer (automatic),5176-OLSKT,f,0,Yes,,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,n,Bank transfer (automatic),66.9,4370.25,No
5232-NXPAYTwo yearMailed check,5232-NXPAY,f,0,No,,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,n,Mailed check,74.45,3510.3,No
4079-ULGFRMonth-to-monthMailed check,4079-ULGFR,Male,0,No,,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20,275.7,No
5668-MEISBTwo yearCredit card (automatic),5668-MEISB,Female,0,Yes,,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,n,Credit card (automatic),106.1,7657.4,No
1485-YDHMMMonth-to-monthBank transfer (automatic),1485-YDHMM,male,0,Yes,,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,yes,Bank transfer (automatic),93.25,4631.7,No
4819-HJPIWMonth-to-monthMailed check,4819-HJPIW,Male,0,No,,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,No
2868-LLSKMOne yearBank transfer (automatic),2868-LLSKM,Female,0,Yes,,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.65,5733.4,No
1042-HFUCWOne yearCredit card (automatic),1042-HFUCW,Female,0,No,,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,No
0327-WFZSYOne yearElectronic check,0327-WFZSY,Male,0,Yes,,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100,3835.55,No
6101-IMRMMMonth-to-monthMailed check,6101-IMRMM,male,0,No,,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,n,Mailed check,94.5,575.45,Yes
6603-QWSPRTwo yearBank transfer (automatic),6603-QWSPR,Female,0,No,,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,No
9286-DOJGFMonth-to-monthBank transfer (automatic),9286-DOJGF,Female,1,Yes,,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Yes
7718-RXDGGMonth-to-monthBank transfer (automatic),7718-RXDGG,Male,0,Yes,,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,No
7083-MIOPCTwo yearCredit card (automatic),7083-MIOPC,Female,0,No,,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Credit card (automatic),20.25,1566.9,No
5748-RNCJTTwo yearBank transfer (automatic),5748-RNCJT,Male,0,No,,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Yes
6302-JGYRJOne yearMailed check,6302-JGYRJ,Male,0,No,YES,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,2587.7,Yes
2233-TXSIUOne yearCredit card (automatic),2233-TXSIU,Male,0,Yes,,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),44.45,792.15,No
1177-XZBJLOne yearBank transfer (automatic),1177-XZBJL,Male,0,Yes,,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,no,Bank transfer (automatic),64.15,3491.55,No
7473-ZBDSNTwo yearMailed check,7473-ZBDSN,Female,0,Yes,,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,18.8,255.55,No
2754-VDLTRMonth-to-monthElectronic check,2754-VDLTR,Male,0,No,,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,no,Electronic check,95.2,930.4,Yes
5909-ECHUIMonth-to-monthElectronic check,5909-ECHUI,Female,0,No,,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,Yes
3621-CEOVKMonth-to-monthElectronic check,3621-CEOVK,Female,1,Yes,,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,1369.8,Yes
2159-TURXXMonth-to-monthCredit card (automatic),2159-TURXX,Male,0,No,,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,no,Credit card (automatic),20.05,95.55,No
1548-FEHVLMonth-to-monthElectronic check,1548-FEHVL,Male,0,Yes,,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,No
9210-IAHGHMonth-to-monthCredit card (automatic),9210-IAHGH,Female,0,No,,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8,Yes
0305-SQECBOne yearMailed check,0305-SQECB,Female,0,No,,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36.05,402.6,No
6120-RJKLUTwo yearCredit card (automatic),6120-RJKLU,Female,1,Yes,,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.95,4819.75,No
9030-QGZNLTwo yearMailed check,9030-QGZNL,F,0,No,,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,20.85,161.65,No
8441-SHIPETwo yearBank transfer (automatic),8441-SHIPE,Female,0,No,,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.6,1790.35,No
1047-RNXZVTwo yearMailed check,1047-RNXZV,Male,0,No,,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,No
9194-GFVOITwo yearCredit card (automatic),9194-GFVOI,Female,0,Yes,,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,n,Credit card (automatic),84.35,3571.6,No
6897-UUBNUMonth-to-monthMailed check,6897-UUBNU,Male,0,No,,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,89.65,2623.65,No
4926-UMJZDMonth-to-monthMailed check,4926-UMJZD,Female,0,Yes,,No,31,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.2,1498.55,No
0463-ZSDNTMonth-to-monthBank transfer (automatic),0463-ZSDNT,Male,0,No,,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.75,503.25,No
7789-CRUVCMonth-to-monthCredit card (automatic),7789-CRUVC,Female,1,Yes,,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.2,5895.45,No
1699-HPSBGOne yearElectronic check,1699-HPSBG,Male,0,No,,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.8,727.8,Yes
2823-LKABHMonth-to-monthBank transfer (automatic),2823-LKABH,Female,0,No,,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.05,1679.4,No
3638-WEABWTwo yearCredit card (automatic),3638-WEABW,Female,0,Yes,,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,No
4667-QONEAOne yearCredit card (automatic),4667-QONEA,Female,1,Yes,,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No
2651-ZCBXVTwo yearCredit card (automatic),2651-ZCBXV,M,0,No,,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108,5760.65,No
2848-YXSMWTwo yearCredit card (automatic),2848-YXSMW,M,0,Yes,,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Credit card (automatic),19.4,1363.25,No
0302-JOIVNMonth-to-monthElectronic check,0302-JOIVN,female,0,Yes,,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,n,Electronic check,101.15,842.9,Yes
5524-KHNJPOne yearCredit card (automatic),5524-KHNJP,M,0,Yes,,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,n,Credit card (automatic),74.75,2453.3,No
3645-DEYGFMonth-to-monthMailed check,3645-DEYGF,M,0,No,,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,20.75,20.75,No
7825-ECJRFMonth-to-monthElectronic check,7825-ECJRF,Female,0,No,,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes
0643-OKLRPMonth-to-monthElectronic check,0643-OKLRP,female,1,Yes,,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,n,Electronic check,80.35,3825.85,Yes
3583-KRKMDMonth-to-monthBank transfer (automatic),3583-KRKMD,M,0,No,YES,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No
1010-DIAUQMonth-to-monthBank transfer (automatic),1010-DIAUQ,M,0,No,,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,n,Bank transfer (automatic),96.5,492.55,Yes
6599-CEBNNMonth-to-monthCredit card (automatic),6599-CEBNN,Female,0,No,,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Yes
7781-HVGMKTwo yearCredit card (automatic),7781-HVGMK,Female,0,Yes,,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,No
1090-ESELRTwo yearBank transfer (automatic),1090-ESELR,M,0,Yes,,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,n,Bank transfer (automatic),105.5,7611.55,No
9412-GHEECMonth-to-monthBank transfer (automatic),9412-GHEEC,M,0,No,,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,n,Bank transfer (automatic),104.8,4131.95,Yes
8067-NIOYMTwo yearCredit card (automatic),8067-NIOYM,Female,0,Yes,,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,490.65,No
3716-UVSPDMonth-to-monthElectronic check,3716-UVSPD,M,0,No,,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,No
0939-YAPAFMonth-to-monthElectronic check,0939-YAPAF,Female,0,No,,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,Yes
8672-OAUPWOne yearCredit card (automatic),8672-OAUPW,M,0,No,,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,n,Credit card (automatic),47.85,2356.75,No
6689-VRRTKOne yearCredit card (automatic),6689-VRRTK,Female,1,No,,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.8,4860.35,No
4952-YSOGZMonth-to-monthElectronic check,4952-YSOGZ,Female,0,Yes,,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,Yes
2521-NPUZRTwo yearCredit card (automatic),2521-NPUZR,M,0,Yes,,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,n,Credit card (automatic),101,7085.5,No
6683-VLCTZMonth-to-monthElectronic check,6683-VLCTZ,M,1,No,,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,Yes
8859-AXJZPTwo yearMailed check,8859-AXJZP,M,0,Yes,,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,903.8,No
3523-BRGUWOne yearCredit card (automatic),3523-BRGUW,M,1,No,,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Credit card (automatic),19.3,504.2,No
2267-WTPYDMonth-to-monthCredit card (automatic),2267-WTPYD,female,1,Yes,,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),94,5438.95,No
6646-QVXLROne yearElectronic check,6646-QVXLR,M,1,Yes,,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,Yes
9046-JBFWAMonth-to-monthMailed check,9046-JBFWA,M,0,No,,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,19.15,537.35,No
2737-YNGYWMonth-to-monthElectronic check,2737-YNGYW,female,0,No,,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,n,Electronic check,80.55,184.1,Yes
